LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2MWET
40.25,-88.75,2021,1,17,1.05,2.92,0.25,280.11,19.12,51.31,2.59,0.02,0.11,3.71,-3.57
40.25,-88.25,2021,1,17,1.05,2.92,0.25,280.11,19.12,51.31,2.59,0.02,0.11,3.66,-3.23
40.25,-87.75,2021,1,17,0.88,2.92,0.21,286.18,16.23,51.34,2.25,0.02,0.09,3.53,-2.85
40.75,-90.25,2021,1,17,1.36,2.96,0.32,285.72,24.55,52.22,3.2,0.02,0.13,3.4,-4.48
40.75,-89.75,2021,1,17,1.15,2.98,0.27,284.31,21.09,52.7,2.88,0.02,0.12,3.39,-4.3
40.75,-89.25,2021,1,17,1.15,2.98,0.27,284.31,21.09,52.7,2.88,0.02,0.12,3.43,-4.03
40.75,-88.75,2021,1,17,1.05,2.92,0.25,280.11,19.12,51.31,2.59,0.02,0.11,3.57,-3.62
40.75,-88.25,2021,1,17,1.05,2.92,0.25,280.11,19.12,51.31,2.59,0.02,0.11,3.49,-3.16
40.75,-87.75,2021,1,17,0.88,2.92,0.21,286.18,16.23,51.34,2.25,0.02,0.09,3.36,-2.78
41.25,-90.25,2021,1,17,1.92,2.87,0.48,273.31,34.05,51.21,4.18,0.03,0.16,3.09,-4.99
41.25,-89.75,2021,1,17,1.62,2.88,0.41,275.3,27.86,51.36,3.39,0.02,0.14,3.14,-4.61
41.25,-89.25,2021,1,17,1.62,2.88,0.41,275.3,27.86,51.36,3.39,0.02,0.14,3.17,-4.1
41.25,-88.75,2021,1,17,1.6,2.82,0.4,271.12,27.95,50.02,3.57,0.03,0.15,3.2,-3.5
41.25,-88.25,2021,1,17,1.6,2.82,0.4,271.12,27.95,50.02,3.57,0.03,0.15,3.04,-2.98
41.25,-87.75,2021,1,17,0.99,2.78,0.24,285.52,18.38,48.99,2.55,0.02,0.1,2.93,-2.57
41.75,-90.25,2021,1,17,1.92,2.87,0.48,273.31,34.05,51.21,4.18,0.03,0.16,2.68,-5.15
41.75,-89.75,2021,1,17,1.62,2.88,0.41,275.3,27.86,51.36,3.39,0.02,0.14,2.69,-4.77
41.75,-89.25,2021,1,17,1.62,2.88,0.41,275.3,27.86,51.36,3.39,0.02,0.14,2.71,-4.28
41.75,-88.75,2021,1,17,1.6,2.82,0.4,271.12,27.95,50.02,3.57,0.03,0.15,2.67,-3.65
41.75,-88.25,2021,1,17,1.6,2.82,0.4,271.12,27.95,50.02,3.57,0.03,0.15,2.48,-3.18
41.75,-87.75,2021,1,17,0.99,2.78,0.24,285.52,18.38,48.99,2.55,0.02,0.1,2.7,-2.33
42.25,-90.25,2021,1,17,1.23,2.67,0.32,272.85,22.16,46.95,2.81,0.02,0.1,2.41,-5.23
42.25,-89.75,2021,1,17,1.48,2.71,0.38,270.51,26.05,47.97,3.2,0.02,0.12,2.28,-4.88
42.25,-89.25,2021,1,17,1.48,2.71,0.38,270.51,26.05,47.97,3.2,0.02,0.12,2.17,-4.48
42.25,-88.75,2021,1,17,1.75,2.62,0.45,262.39,30.3,45.6,3.67,0.02,0.14,2.03,-4.07
42.25,-88.25,2021,1,17,1.75,2.62,0.45,262.39,30.3,45.6,3.67,0.02,0.14,2.01,-3.79
42.25,-87.75,2021,1,17,1.24,2.54,0.32,272.83,22.43,43.63,3.03,0.02,0.12,2.79,-2.29
37.75,-90.25,2021,1,18,2.05,3.31,0.43,273.7,37.53,59.04,4.92,0.05,0.25,0.92,0.65
37.75,-89.75,2021,1,18,2.5,3.31,0.52,280.1,44.96,58.92,5.68,0.05,0.27,1.35,0.77
37.75,-89.25,2021,1,18,2.5,3.31,0.52,280.1,44.96,58.92,5.68,0.05,0.27,1.56,0.8
37.75,-88.75,2021,1,18,2.98,3.34,0.62,280.77,52.64,59.3,6.4,0.05,0.3,1.68,0.76
37.75,-88.25,2021,1,18,2.98,3.34,0.62,280.77,52.64,59.3,6.4,0.05,0.3,1.9,0.69
37.75,-87.75,2021,1,18,3.05,3.35,0.64,282.25,53.39,59.22,6.34,0.05,0.3,1.92,0.48
38.25,-90.25,2021,1,18,2.17,3.17,0.48,276.88,39.33,56.56,5.01,0.05,0.24,1.21,0.16
38.25,-89.75,2021,1,18,2.64,3.17,0.58,280.48,46.84,56.33,5.7,0.05,0.26,1.72,0.25
38.25,-89.25,2021,1,18,2.64,3.17,0.58,280.48,46.84,56.33,5.7,0.05,0.26,2.05,0.26
38.25,-88.75,2021,1,18,2.77,3.16,0.6,282.16,48.58,55.74,5.86,0.05,0.26,2.19,0.19
38.25,-88.25,2021,1,18,2.77,3.16,0.6,282.16,48.58,55.74,5.86,0.05,0.26,2.15,0.1
38.25,-87.75,2021,1,18,2.32,3.18,0.51,286.23,40.88,56.05,5.12,0.05,0.23,2.14,-0.13
38.75,-90.25,2021,1,18,2.17,3.17,0.48,276.88,39.33,56.56,5.01,0.05,0.24,1.66,-0.5
38.75,-89.75,2021,1,18,2.64,3.17,0.58,280.48,46.84,56.33,5.7,0.05,0.26,2.05,-0.44
38.75,-89.25,2021,1,18,2.64,3.17,0.58,280.48,46.84,56.33,5.7,0.05,0.26,2.33,-0.45
38.75,-88.75,2021,1,18,2.77,3.16,0.6,282.16,48.58,55.74,5.86,0.05,0.26,2.45,-0.51
38.75,-88.25,2021,1,18,2.77,3.16,0.6,282.16,48.58,55.74,5.86,0.05,0.26,2.4,-0.62
38.75,-87.75,2021,1,18,2.32,3.18,0.51,286.23,40.88,56.05,5.12,0.05,0.23,2.35,-0.84
39.25,-90.25,2021,1,18,2.26,3.05,0.52,276.15,40.36,54.11,5.09,0.05,0.23,2.1,-1.28
39.25,-89.75,2021,1,18,2.51,3.07,0.57,277.36,43.95,54.12,5.31,0.05,0.23,2.38,-1.23
39.25,-89.25,2021,1,18,2.51,3.07,0.57,277.36,43.95,54.12,5.31,0.05,0.23,2.58,-1.24
39.25,-88.75,2021,1,18,2.07,3.06,0.47,283.08,36.65,53.73,4.66,0.04,0.2,2.7,-1.34
39.25,-88.25,2021,1,18,2.07,3.06,0.47,283.08,36.65,53.73,4.66,0.04,0.2,2.69,-1.51
39.25,-87.75,2021,1,18,1.6,3.08,0.37,285.06,28.79,54.18,3.79,0.03,0.17,2.67,-1.65
39.75,-90.25,2021,1,18,2.26,3.05,0.52,276.15,40.36,54.11,5.09,0.05,0.23,2.35,-2.25
39.75,-89.75,2021,1,18,2.51,3.07,0.57,277.36,43.95,54.12,5.31,0.05,0.23,2.58,-2.25
39.75,-89.25,2021,1,18,2.51,3.07,0.57,277.36,43.95,54.12,5.31,0.05,0.23,2.76,-2.33
39.75,-88.75,2021,1,18,2.07,3.06,0.47,283.08,36.65,53.73,4.66,0.04,0.2,2.93,-2.49
39.75,-88.25,2021,1,18,2.07,3.06,0.47,283.08,36.65,53.73,4.66,0.04,0.2,2.99,-2.65
39.75,-87.75,2021,1,18,1.6,3.08,0.37,285.06,28.79,54.18,3.79,0.03,0.17,3.04,-2.63
40.25,-90.25,2021,1,18,2.38,3.03,0.56,263.55,41.78,53.57,4.98,0.04,0.22,2.56,-3.38
40.25,-89.75,2021,1,18,1.92,3.03,0.45,270.02,34.1,53.51,4.3,0.04,0.19,2.72,-3.42
40.25,-89.25,2021,1,18,1.92,3.03,0.45,270.02,34.1,53.51,4.3,0.04,0.19,2.88,-3.59
40.25,-88.75,2021,1,18,1.03,2.97,0.24,270.21,18.57,51.98,2.51,0.02,0.11,3.09,-3.72
40.25,-88.25,2021,1,18,1.03,2.97,0.24,270.21,18.57,51.98,2.51,0.02,0.11,3.16,-3.77
40.25,-87.75,2021,1,18,0.8,2.97,0.19,275.82,14.78,52.01,2.11,0.02,0.09,3.24,-3.62
40.75,-90.25,2021,1,18,2.38,3.03,0.56,263.55,41.78,53.57,4.98,0.04,0.22,2.64,-4.91
40.75,-89.75,2021,1,18,1.92,3.03,0.45,270.02,34.1,53.51,4.3,0.04,0.19,2.76,-4.81
40.75,-89.25,2021,1,18,1.92,3.03,0.45,270.02,34.1,53.51,4.3,0.04,0.19,2.9,-4.73
40.75,-88.75,2021,1,18,1.03,2.97,0.24,270.21,18.57,51.98,2.51,0.02,0.11,3.1,-4.62
40.75,-88.25,2021,1,18,1.03,2.97,0.24,270.21,18.57,51.98,2.51,0.02,0.11,3.18,-4.48
40.75,-87.75,2021,1,18,0.8,2.97,0.19,275.82,14.78,52.01,2.11,0.02,0.09,3.3,-4.25
41.25,-90.25,2021,1,18,2.17,2.96,0.54,254.82,38.1,52.3,4.57,0.04,0.2,2.41,-6.65
41.25,-89.75,2021,1,18,1.91,2.95,0.47,260.52,33.72,52.43,4.27,0.04,0.19,2.58,-6.33
41.25,-89.25,2021,1,18,1.91,2.95,0.47,260.52,33.72,52.43,4.27,0.04,0.19,2.81,-5.87
41.25,-88.75,2021,1,18,1.23,2.86,0.3,273.02,22.34,50.26,3.05,0.02,0.13,3.04,-5.48
41.25,-88.25,2021,1,18,1.23,2.86,0.3,273.02,22.34,50.26,3.05,0.02,0.13,3.22,-5.09
41.25,-87.75,2021,1,18,1.19,2.84,0.3,284.82,21.53,49.57,2.92,0.02,0.12,3.47,-4.57
41.75,-90.25,2021,1,18,2.17,2.96,0.54,254.82,38.1,52.3,4.57,0.04,0.2,2.15,-7.93
41.75,-89.75,2021,1,18,1.91,2.95,0.47,260.52,33.72,52.43,4.27,0.04,0.19,2.35,-7.7
41.75,-89.25,2021,1,18,1.91,2.95,0.47,260.52,33.72,52.43,4.27,0.04,0.19,2.71,-7.18
41.75,-88.75,2021,1,18,1.23,2.86,0.3,273.02,22.34,50.26,3.05,0.02,0.13,3.04,-6.61
41.75,-88.25,2021,1,18,1.23,2.86,0.3,273.02,22.34,50.26,3.05,0.02,0.13,3.31,-5.9
41.75,-87.75,2021,1,18,1.19,2.84,0.3,284.82,21.53,49.57,2.92,0.02,0.12,4.06,-4.44
42.25,-90.25,2021,1,18,1.33,2.83,0.34,251.16,23.92,50.01,3.09,0.02,0.12,2.21,-8.67
42.25,-89.75,2021,1,18,1.6,2.82,0.41,254.45,27.28,49.76,3.49,0.02,0.14,2.35,-8.61
42.25,-89.25,2021,1,18,1.6,2.82,0.41,254.45,27.28,49.76,3.49,0.02,0.14,2.62,-8.16
42.25,-88.75,2021,1,18,1.45,2.78,0.38,257.41,25.4,48.62,3.33,0.02,0.13,2.92,-7.57
42.25,-88.25,2021,1,18,1.45,2.78,0.38,257.41,25.4,48.62,3.33,0.02,0.13,3.33,-6.54
42.25,-87.75,2021,1,18,0.84,2.73,0.22,283.02,15.47,47.34,2.27,0.02,0.09,4.64,-4.07
37.75,-90.25,2021,1,19,2.75,3.4,0.58,265.12,48.59,60.25,6.02,0.06,0.33,1.09,0.68
37.75,-89.75,2021,1,19,3.01,3.4,0.63,267.38,53.2,60.28,6.47,0.07,0.34,1.69,0.92
37.75,-89.25,2021,1,19,3.01,3.4,0.63,267.38,53.2,60.28,6.47,0.07,0.34,1.95,1.13
37.75,-88.75,2021,1,19,3.09,3.3,0.65,268.95,53.85,57.98,6.45,0.06,0.34,2.06,1.26
37.75,-88.25,2021,1,19,3.09,3.3,0.65,268.95,53.85,57.98,6.45,0.06,0.34,2.28,1.4
37.75,-87.75,2021,1,19,3.12,3.29,0.66,270.88,54.32,57.83,6.45,0.06,0.34,2.16,1.55
38.25,-90.25,2021,1,19,2.47,3.32,0.54,264.1,43.92,58.88,5.48,0.05,0.28,1.45,-0.24
38.25,-89.75,2021,1,19,3.17,3.32,0.69,247.74,55.59,58.78,6.5,0.06,0.32,2.06,-0.11
38.25,-89.25,2021,1,19,3.17,3.32,0.69,247.74,55.59,58.78,6.5,0.06,0.32,2.43,-0.03
38.25,-88.75,2021,1,19,3.22,3.3,0.7,253.31,56.07,58.23,6.52,0.06,0.32,2.57,0.01
38.25,-88.25,2021,1,19,3.22,3.3,0.7,253.31,56.07,58.23,6.52,0.06,0.32,2.57,0.13
38.25,-87.75,2021,1,19,3.3,3.31,0.72,258.26,57.51,58.45,6.69,0.06,0.33,2.49,0.21
38.75,-90.25,2021,1,19,2.47,3.32,0.54,264.1,43.92,58.88,5.48,0.05,0.28,2.22,-1.16
38.75,-89.75,2021,1,19,3.17,3.32,0.69,247.74,55.59,58.78,6.5,0.06,0.32,2.6,-1.12
38.75,-89.25,2021,1,19,3.17,3.32,0.69,247.74,55.59,58.78,6.5,0.06,0.32,2.83,-1.1
38.75,-88.75,2021,1,19,3.22,3.3,0.7,253.31,56.07,58.23,6.52,0.06,0.32,2.88,-1.08
38.75,-88.25,2021,1,19,3.22,3.3,0.7,253.31,56.07,58.23,6.52,0.06,0.32,2.82,-1.0
38.75,-87.75,2021,1,19,3.3,3.31,0.72,258.26,57.51,58.45,6.69,0.06,0.33,2.7,-0.96
39.25,-90.25,2021,1,19,2.29,3.19,0.52,254.47,40.24,56.45,4.94,0.05,0.23,3.11,-2.07
39.25,-89.75,2021,1,19,2.87,3.19,0.65,242.91,50.16,56.48,5.95,0.05,0.27,3.28,-2.04
39.25,-89.25,2021,1,19,2.87,3.19,0.65,242.91,50.16,56.48,5.95,0.05,0.27,3.36,-2.02
39.25,-88.75,2021,1,19,3.0,3.18,0.67,245.32,52.12,55.85,6.13,0.05,0.29,3.37,-2.02
39.25,-88.25,2021,1,19,3.0,3.18,0.67,245.32,52.12,55.85,6.13,0.05,0.29,3.32,-2.02
39.25,-87.75,2021,1,19,3.17,3.2,0.71,248.5,54.93,56.07,6.43,0.05,0.3,3.17,-1.95
39.75,-90.25,2021,1,19,2.29,3.19,0.52,254.47,40.24,56.45,4.94,0.05,0.23,3.74,-3.04
39.75,-89.75,2021,1,19,2.87,3.19,0.65,242.91,50.16,56.48,5.95,0.05,0.27,3.8,-3.03
39.75,-89.25,2021,1,19,2.87,3.19,0.65,242.91,50.16,56.48,5.95,0.05,0.27,3.84,-3.04
39.75,-88.75,2021,1,19,3.0,3.18,0.67,245.32,52.12,55.85,6.13,0.05,0.29,3.88,-3.06
39.75,-88.25,2021,1,19,3.0,3.18,0.67,245.32,52.12,55.85,6.13,0.05,0.29,3.85,-3.09
39.75,-87.75,2021,1,19,3.17,3.2,0.71,248.5,54.93,56.07,6.43,0.05,0.3,3.71,-2.99
40.25,-90.25,2021,1,19,1.63,3.09,0.38,253.92,28.85,54.6,3.7,0.03,0.16,4.13,-4.12
40.25,-89.75,2021,1,19,1.47,3.08,0.34,260.48,26.7,54.63,3.61,0.03,0.16,4.13,-4.13
40.25,-89.25,2021,1,19,1.47,3.08,0.34,260.48,26.7,54.63,3.61,0.03,0.16,4.17,-4.16
40.25,-88.75,2021,1,19,1.83,3.04,0.43,258.72,31.94,53.52,4.05,0.03,0.17,4.28,-4.12
40.25,-88.25,2021,1,19,1.83,3.04,0.43,258.72,31.94,53.52,4.05,0.03,0.17,4.23,-4.04
40.25,-87.75,2021,1,19,1.93,3.06,0.45,258.67,33.06,53.51,4.05,0.03,0.17,4.12,-3.92
40.75,-90.25,2021,1,19,1.63,3.09,0.38,253.92,28.85,54.6,3.7,0.03,0.16,4.33,-5.49
40.75,-89.75,2021,1,19,1.47,3.08,0.34,260.48,26.7,54.63,3.61,0.03,0.16,4.36,-5.36
40.75,-89.25,2021,1,19,1.47,3.08,0.34,260.48,26.7,54.63,3.61,0.03,0.16,4.41,-5.19
40.75,-88.75,2021,1,19,1.83,3.04,0.43,258.72,31.94,53.52,4.05,0.03,0.17,4.5,-4.96
40.75,-88.25,2021,1,19,1.83,3.04,0.43,258.72,31.94,53.52,4.05,0.03,0.17,4.46,-4.75
40.75,-87.75,2021,1,19,1.93,3.06,0.45,258.67,33.06,53.51,4.05,0.03,0.17,4.38,-4.56
41.25,-90.25,2021,1,19,1.75,3.0,0.43,260.41,30.28,53.41,3.8,0.03,0.16,4.31,-7.22
41.25,-89.75,2021,1,19,1.54,3.0,0.38,262.19,26.81,53.41,3.34,0.02,0.13,4.41,-6.89
41.25,-89.25,2021,1,19,1.54,3.0,0.38,262.19,26.81,53.41,3.34,0.02,0.13,4.47,-6.43
41.25,-88.75,2021,1,19,1.38,2.92,0.34,266.23,24.17,51.7,3.07,0.02,0.12,4.48,-5.99
41.25,-88.25,2021,1,19,1.38,2.92,0.34,266.23,24.17,51.7,3.07,0.02,0.12,4.47,-5.58
41.25,-87.75,2021,1,19,1.14,2.89,0.28,270.41,20.73,50.82,2.9,0.02,0.12,4.51,-5.16
41.75,-90.25,2021,1,19,1.75,3.0,0.43,260.41,30.28,53.41,3.8,0.03,0.16,4.1,-8.49
41.75,-89.75,2021,1,19,1.54,3.0,0.38,262.19,26.81,53.41,3.34,0.02,0.13,4.17,-8.35
41.75,-89.25,2021,1,19,1.54,3.0,0.38,262.19,26.81,53.41,3.34,0.02,0.13,4.28,-7.9
41.75,-88.75,2021,1,19,1.38,2.92,0.34,266.23,24.17,51.7,3.07,0.02,0.12,4.34,-7.29
41.75,-88.25,2021,1,19,1.38,2.92,0.34,266.23,24.17,51.7,3.07,0.02,0.12,4.39,-6.69
41.75,-87.75,2021,1,19,1.14,2.89,0.28,270.41,20.73,50.82,2.9,0.02,0.12,5.0,-5.22
42.25,-90.25,2021,1,19,1.53,2.87,0.39,262.9,27.33,51.03,3.52,0.02,0.14,3.84,-8.84
42.25,-89.75,2021,1,19,1.49,2.85,0.38,267.4,25.5,50.66,3.16,0.02,0.12,3.81,-8.97
42.25,-89.25,2021,1,19,1.49,2.85,0.38,267.4,25.5,50.66,3.16,0.02,0.12,3.88,-8.81
42.25,-88.75,2021,1,19,1.42,2.82,0.36,261.71,24.98,49.89,3.26,0.02,0.12,4.0,-8.37
42.25,-88.25,2021,1,19,1.42,2.82,0.36,261.71,24.98,49.89,3.26,0.02,0.12,4.23,-7.71
42.25,-87.75,2021,1,19,1.18,2.77,0.3,272.59,21.66,48.71,3.05,0.02,0.12,5.62,-5.05
37.75,-90.25,2021,1,20,3.28,3.46,0.68,251.81,58.12,61.91,6.94,0.09,0.41,1.18,-0.52
37.75,-89.75,2021,1,20,3.34,3.51,0.7,252.23,58.48,62.05,6.98,0.09,0.42,1.87,-0.68
37.75,-89.25,2021,1,20,3.34,3.51,0.7,252.23,58.48,62.05,6.98,0.09,0.42,2.24,-1.0
37.75,-88.75,2021,1,20,3.45,3.59,0.72,249.37,60.02,63.12,7.1,0.09,0.42,2.41,-1.39
37.75,-88.25,2021,1,20,3.45,3.59,0.72,249.37,60.02,63.12,7.1,0.09,0.42,2.61,-1.64
37.75,-87.75,2021,1,20,3.54,3.62,0.73,246.49,61.02,63.03,7.11,0.09,0.42,2.57,-1.84
38.25,-90.25,2021,1,20,3.08,3.37,0.66,247.82,54.16,59.68,6.47,0.07,0.36,1.64,-0.92
38.25,-89.75,2021,1,20,3.26,3.41,0.7,243.62,56.54,59.65,6.62,0.07,0.36,2.43,-1.27
38.25,-89.25,2021,1,20,3.26,3.41,0.7,243.62,56.54,59.65,6.62,0.07,0.36,2.98,-1.74
38.25,-88.75,2021,1,20,3.31,3.47,0.71,242.7,57.26,60.46,6.77,0.07,0.38,3.16,-2.18
38.25,-88.25,2021,1,20,3.31,3.47,0.71,242.7,57.26,60.46,6.77,0.07,0.38,3.06,-2.49
38.25,-87.75,2021,1,20,3.46,3.49,0.74,240.96,59.46,60.56,6.96,0.07,0.38,3.01,-2.74
38.75,-90.25,2021,1,20,3.08,3.37,0.66,247.82,54.16,59.68,6.47,0.07,0.36,2.37,-1.64
38.75,-89.75,2021,1,20,3.26,3.41,0.7,243.62,56.54,59.65,6.62,0.07,0.36,2.95,-2.09
38.75,-89.25,2021,1,20,3.26,3.41,0.7,243.62,56.54,59.65,6.62,0.07,0.36,3.37,-2.59
38.75,-88.75,2021,1,20,3.31,3.47,0.71,242.7,57.26,60.46,6.77,0.07,0.38,3.48,-3.02
38.75,-88.25,2021,1,20,3.31,3.47,0.71,242.7,57.26,60.46,6.77,0.07,0.38,3.38,-3.31
38.75,-87.75,2021,1,20,3.46,3.49,0.74,240.96,59.46,60.56,6.96,0.07,0.38,3.29,-3.55
39.25,-90.25,2021,1,20,3.21,3.26,0.72,228.9,55.52,57.07,6.4,0.06,0.32,3.21,-2.61
39.25,-89.75,2021,1,20,3.31,3.29,0.74,224.41,56.78,57.1,6.5,0.06,0.32,3.47,-3.11
39.25,-89.25,2021,1,20,3.31,3.29,0.74,224.41,56.78,57.1,6.5,0.06,0.32,3.64,-3.59
39.25,-88.75,2021,1,20,3.36,3.34,0.75,226.78,57.64,57.89,6.64,0.06,0.34,3.67,-4.01
39.25,-88.25,2021,1,20,3.36,3.34,0.75,226.78,57.64,57.89,6.64,0.06,0.34,3.67,-4.23
39.25,-87.75,2021,1,20,3.38,3.35,0.76,235.35,57.88,58.02,6.7,0.06,0.34,3.66,-4.35
39.75,-90.25,2021,1,20,3.21,3.26,0.72,228.9,55.52,57.07,6.4,0.06,0.32,3.82,-3.66
39.75,-89.75,2021,1,20,3.31,3.29,0.74,224.41,56.78,57.1,6.5,0.06,0.32,3.87,-4.15
39.75,-89.25,2021,1,20,3.31,3.29,0.74,224.41,56.78,57.1,6.5,0.06,0.32,3.9,-4.64
39.75,-88.75,2021,1,20,3.36,3.34,0.75,226.78,57.64,57.89,6.64,0.06,0.34,3.94,-5.06
39.75,-88.25,2021,1,20,3.36,3.34,0.75,226.78,57.64,57.89,6.64,0.06,0.34,3.93,-5.29
39.75,-87.75,2021,1,20,3.38,3.35,0.76,235.35,57.88,58.02,6.7,0.06,0.34,3.98,-5.34
40.25,-90.25,2021,1,20,3.06,3.14,0.71,218.8,52.38,54.37,6.0,0.05,0.26,4.21,-4.59
40.25,-89.75,2021,1,20,3.03,3.16,0.7,218.13,51.77,54.48,5.98,0.05,0.26,4.16,-5.06
40.25,-89.25,2021,1,20,3.03,3.16,0.7,218.13,51.77,54.48,5.98,0.05,0.26,4.25,-5.54
40.25,-88.75,2021,1,20,3.02,3.16,0.7,222.11,51.26,54.15,5.88,0.05,0.26,4.48,-5.85
40.25,-88.25,2021,1,20,3.02,3.16,0.7,222.11,51.26,54.15,5.88,0.05,0.26,4.28,-6.16
40.25,-87.75,2021,1,20,3.05,3.16,0.71,232.26,51.59,54.14,5.9,0.05,0.26,4.24,-6.28
40.75,-90.25,2021,1,20,3.06,3.14,0.71,218.8,52.38,54.37,6.0,0.05,0.26,4.69,-5.6
40.75,-89.75,2021,1,20,3.03,3.16,0.7,218.13,51.77,54.48,5.98,0.05,0.26,4.67,-5.97
40.75,-89.25,2021,1,20,3.03,3.16,0.7,218.13,51.77,54.48,5.98,0.05,0.26,4.74,-6.29
40.75,-88.75,2021,1,20,3.02,3.16,0.7,222.11,51.26,54.15,5.88,0.05,0.26,4.89,-6.49
40.75,-88.25,2021,1,20,3.02,3.16,0.7,222.11,51.26,54.15,5.88,0.05,0.26,4.64,-6.75
40.75,-87.75,2021,1,20,3.05,3.16,0.71,232.26,51.59,54.14,5.9,0.05,0.26,4.54,-6.94
41.25,-90.25,2021,1,20,3.09,3.05,0.75,215.51,52.97,53.01,6.15,0.04,0.23,4.81,-7.09
41.25,-89.75,2021,1,20,3.09,3.06,0.74,218.12,52.84,53.13,6.15,0.04,0.23,4.97,-7.18
41.25,-89.25,2021,1,20,3.09,3.06,0.74,218.12,52.84,53.13,6.15,0.04,0.23,5.08,-7.22
41.25,-88.75,2021,1,20,3.0,3.05,0.73,220.77,51.02,52.48,5.96,0.04,0.22,5.02,-7.29
41.25,-88.25,2021,1,20,3.0,3.05,0.73,220.77,51.02,52.48,5.96,0.04,0.22,4.91,-7.34
41.25,-87.75,2021,1,20,2.44,3.02,0.59,235.98,41.54,51.64,5.03,0.04,0.19,5.02,-7.27
41.75,-90.25,2021,1,20,3.09,3.05,0.75,215.51,52.97,53.01,6.15,0.04,0.23,4.61,-8.54
41.75,-89.75,2021,1,20,3.09,3.06,0.74,218.12,52.84,53.13,6.15,0.04,0.23,4.8,-8.59
41.75,-89.25,2021,1,20,3.09,3.06,0.74,218.12,52.84,53.13,6.15,0.04,0.23,5.06,-8.48
41.75,-88.75,2021,1,20,3.0,3.05,0.73,220.77,51.02,52.48,5.96,0.04,0.22,5.17,-8.24
41.75,-88.25,2021,1,20,3.0,3.05,0.73,220.77,51.02,52.48,5.96,0.04,0.22,5.26,-8.1
41.75,-87.75,2021,1,20,2.44,3.02,0.59,235.98,41.54,51.64,5.03,0.04,0.19,6.05,-6.89
42.25,-90.25,2021,1,20,2.89,2.93,0.73,213.69,49.91,51.18,5.93,0.03,0.19,4.76,-9.41
42.25,-89.75,2021,1,20,2.79,2.93,0.7,209.13,47.74,50.9,5.62,0.03,0.17,4.83,-9.69
42.25,-89.25,2021,1,20,2.79,2.93,0.7,209.13,47.74,50.9,5.62,0.03,0.17,5.04,-9.64
42.25,-88.75,2021,1,20,2.61,2.93,0.66,211.51,44.7,50.74,5.32,0.03,0.16,5.21,-9.36
42.25,-88.25,2021,1,20,2.61,2.93,0.66,211.51,44.7,50.74,5.32,0.03,0.16,5.45,-9.1
42.25,-87.75,2021,1,20,1.88,2.88,0.48,243.43,32.37,49.22,4.12,0.02,0.12,7.04,-6.4
37.75,-90.25,2021,1,21,2.44,3.53,0.5,268.93,44.4,63.02,5.8,0.07,0.36,1.06,2.58
37.75,-89.75,2021,1,21,2.26,3.52,0.47,272.62,41.32,62.79,5.52,0.07,0.34,1.58,2.59
37.75,-89.25,2021,1,21,2.26,3.52,0.47,272.62,41.32,62.79,5.52,0.07,0.34,1.86,2.59
37.75,-88.75,2021,1,21,2.23,3.48,0.46,275.19,40.91,61.91,5.47,0.07,0.34,2.12,2.59
37.75,-88.25,2021,1,21,2.23,3.48,0.46,275.19,40.91,61.91,5.47,0.07,0.34,2.38,2.61
37.75,-87.75,2021,1,21,2.25,3.46,0.46,277.36,40.89,61.72,5.42,0.06,0.33,2.4,2.56
38.25,-90.25,2021,1,21,3.02,3.39,0.64,252.51,53.23,59.95,6.49,0.07,0.36,1.46,2.06
38.25,-89.75,2021,1,21,3.11,3.39,0.66,249.36,54.48,59.85,6.55,0.07,0.36,2.08,2.04
38.25,-89.25,2021,1,21,3.11,3.39,0.66,249.36,54.48,59.85,6.55,0.07,0.36,2.53,2.04
38.25,-88.75,2021,1,21,3.25,3.44,0.7,247.58,57.06,60.77,6.82,0.07,0.37,2.81,2.03
38.25,-88.25,2021,1,21,3.25,3.44,0.7,247.58,57.06,60.77,6.82,0.07,0.37,2.84,2.01
38.25,-87.75,2021,1,21,3.32,3.43,0.71,249.88,58.27,60.77,6.91,0.07,0.37,2.85,1.91
38.75,-90.25,2021,1,21,3.02,3.39,0.64,252.51,53.23,59.95,6.49,0.07,0.36,2.26,1.29
38.75,-89.75,2021,1,21,3.11,3.39,0.66,249.36,54.48,59.85,6.55,0.07,0.36,2.69,1.28
38.75,-89.25,2021,1,21,3.11,3.39,0.66,249.36,54.48,59.85,6.55,0.07,0.36,3.0,1.29
38.75,-88.75,2021,1,21,3.25,3.44,0.7,247.58,57.06,60.77,6.82,0.07,0.37,3.2,1.28
38.75,-88.25,2021,1,21,3.25,3.44,0.7,247.58,57.06,60.77,6.82,0.07,0.37,3.22,1.25
38.75,-87.75,2021,1,21,3.32,3.43,0.71,249.88,58.27,60.77,6.91,0.07,0.37,3.2,1.21
39.25,-90.25,2021,1,21,3.28,3.27,0.73,234.95,57.02,57.56,6.66,0.06,0.33,3.1,0.41
39.25,-89.75,2021,1,21,3.3,3.28,0.73,232.28,56.92,57.32,6.59,0.06,0.32,3.26,0.42
